order_id,customer_id,purchase_date,item_category,item_name,quantity,unit_price,total_price,payment_method,customer_type,purchase_channel,promo_discount,promo_code
ORD51320,8064,2024-11-03,Gift Cards,$100 Gift Card,11,189.37,2083.03,Credit Card,One-Time Buyer,Online,False,
ORD72459,1367,2024-12-07,Accessories,Keychain,5,63.05,315.27,Gift Card,Season Passholder,Online,False,
ORD63402,7734,2025-01-06,Plush,Seal Plush,3,30.81,92.44,Credit Card,Gift Purchaser,Online,False,
ORD59697,8312,2024-11-11,Home Décor,Park Poster,13,73.34,953.36,Gift Card,One-Time Buyer,Online,True,SINGLES_DAY
ORD85537,8516,2024-11-29,Plush,Lobster Plush,4,20.37,81.46,Credit Card,Season Passholder,In-Person,False,
ORD90710,9395,2024-11-04,Home Décor,Park Poster,3,94.37,283.11,Credit Card,Season Passholder,Online,True,
ORD85897,9249,2025-01-06,Accessories,Keychain,1,18.34,18.34,Gift Card,Season Passholder,In-Person,True,NEWYEAR25
ORD68656,4292,2024-12-25,Gift Cards,$100 Gift Card,4,162.05,648.2,PayPal,Season Passholder,Online,True,HOLIDAY10
ORD68731,3326,2025-01-09,Accessories,Keychain,1,29.31,29.31,Credit Card,Gift Purchaser,In-Person,False,
ORD80650,3122,2024-11-22,Home Décor,Park Poster,2,208.07,416.14,PayPal,One-Time Buyer,Online,False,
ORD75598,7213,2024-11-08,Gift Cards,$25 Gift Card,2,98.86,197.73,Credit Card,Season Passholder,In-Person,False,
ORD48449,5227,2024-11-30,Gift Cards,$100 Gift Card,9,105.2,946.83,PayPal,One-Time Buyer,Online,False,
ORD46359,1413,2024-12-25,Toys,Park Puzzle,3,105.09,315.27,PayPal,Season Passholder,Online,False,
ORD46386,6400,2024-12-29,Plush,Crab Plush,5,150.95,754.73,Gift Card,Season Passholder,Online,False,
ORD37524,7744,2024-12-20,Home Décor,Park Poster,4,50.52,202.09,Gift Card,One-Time Buyer,In-Person,False,
ORD70711,1479,2024-11-23,Plush,Crab Plush,7,31.78,222.49,Credit Card,One-Time Buyer,In-Person,False,
ORD91961,4802,2024-11-29,Apparel,Lobster T-Shirt,9,225.32,2027.92,Credit Card,Gift Purchaser,In-Person,False,
ORD50526,5989,2024-12-22,Apparel,Winter Beanie,5,119.28,596.41,Credit Card,One-Time Buyer,Online,False,
ORD54873,5079,2024-12-27,Home Décor,Lobster Mug,5,34.39,171.96,Gift Card,Season Passholder,Online,False,
ORD22179,6403,2024-11-19,Home Décor,Lobster Mug,4,155.36,621.43,PayPal,Season Passholder,In-Person,False,
ORD68830,8211,2024-11-22,Accessories,Pin Set,5,50.91,254.56,Credit Card,Season Passholder,In-Person,False,
ORD29047,1607,2025-01-08,Apparel,Winter Beanie,5,59.42,297.09,Gift Card,One-Time Buyer,In-Person,False,
ORD11948,9721,2024-12-22,Gift Cards,$100 Gift Card,6,50.52,303.14,Gift Card,One-Time Buyer,In-Person,False,
ORD66905,3761,2024-11-02,Gift Cards,$50 Gift Card,7,177.68,1243.74,Credit Card,Gift Purchaser,Online,False,
ORD41245,1763,2024-11-24,Home Décor,Limited Edition Ornament,11,217.42,2391.63,PayPal,One-Time Buyer,Online,False,
ORD78535,9459,2024-11-14,Toys,Toy Boat,2,68.37,136.74,Gift Card,Season Passholder,In-Person,False,
ORD80628,9637,2024-11-14,Accessories,Pin Set,7,27.64,193.47,PayPal,Season Passholder,In-Person,False,
ORD70150,1354,2024-11-07,Accessories,Keychain,5,160.68,803.42,Gift Card,One-Time Buyer,In-Person,False,
ORD47862,4303,2024-12-29,Accessories,Pin Set,1,130.08,130.08,Credit Card,Season Passholder,In-Person,False,
ORD26481,6941,2024-11-26,Home Décor,Park Poster,13,70.62,918.05,PayPal,Gift Purchaser,Online,True,NEWYEAR25
ORD20067,3343,2024-11-03,Toys,Park Puzzle,5,144.79,723.96,Gift Card,One-Time Buyer,In-Person,False,
ORD88834,9635,2024-11-05,Gift Cards,$25 Gift Card,11,95.85,1054.37,Gift Card,Gift Purchaser,Online,True,
ORD49224,1409,2025-01-05,Plush,Crab Plush,3,20.29,60.88,PayPal,Season Passholder,Online,True,
ORD72776,3002,2024-12-11,Home Décor,Limited Edition Ornament,4,37.82,151.28,Credit Card,One-Time Buyer,Online,False,
ORD87500,8989,2024-12-22,Accessories,Pin Set,3,63.05,189.16,Credit Card,Season Passholder,Online,False,
ORD86294,8249,2025-01-07,Plush,Lobster Plush,1,26.19,26.19,PayPal,Season Passholder,Online,True,BLACKFRIDAY
ORD64262,6506,2025-01-09,Accessories,Snow Globe,1,39.83,39.83,PayPal,Season Passholder,Online,False,
ORD48358,6890,2024-11-05,Apparel,Winter Beanie,9,203.39,1830.54,Gift Card,One-Time Buyer,Online,False,
ORD20266,4860,2024-11-19,Toys,Action Figure,9,61.63,554.67,Gift Card,Season Passholder,Online,False,
ORD42230,2514,2024-11-22,Accessories,Pin Set,1,96.3,96.3,PayPal,Season Passholder,Online,False,
ORD77283,5551,2024-11-06,Gift Cards,$25 Gift Card,9,39.74,357.69,Credit Card,Gift Purchaser,Online,False,
ORD44716,2879,2024-12-31,Plush,Crab Plush,3,21.63,64.88,Gift Card,Gift Purchaser,In-Person,False,
ORD91952,3367,2024-11-30,Apparel,Winter Beanie,9,107.76,969.87,Gift Card,One-Time Buyer,In-Person,False,
ORD12351,5970,2024-12-19,Apparel,Park Hoodie,1,55.28,55.28,Gift Card,Gift Purchaser,Online,False,
ORD89626,3033,2024-11-24,Toys,Action Figure,11,112.22,1234.39,Credit Card,One-Time Buyer,Online,False,
ORD25838,2157,2024-12-23,Gift Cards,$100 Gift Card,5,118.46,592.32,PayPal,Season Passholder,Online,False,
ORD97712,9268,2024-11-09,Toys,Toy Boat,2,200.99,401.99,Credit Card,Gift Purchaser,Online,True,NEWYEAR25
ORD48406,1261,2024-11-13,Plush,Seal Plush,7,144.95,1014.63,Gift Card,One-Time Buyer,Online,False,
ORD44660,5750,2024-12-14,Plush,Lobster Plush,7,135.66,949.62,Credit Card,Season Passholder,Online,False,
ORD13149,3098,2024-12-10,Gift Cards,$50 Gift Card,1,135.28,135.28,Credit Card,One-Time Buyer,Online,False,
ORD57488,4513,2024-11-09,Accessories,Snow Globe,4,137.45,549.79,Gift Card,Gift Purchaser,In-Person,True,BLACKFRIDAY
ORD66011,7498,2024-11-17,Home Décor,Limited Edition Ornament,4,171.12,684.48,Gift Card,Season Passholder,In-Person,True,HOLIDAY10
ORD95287,1687,2024-11-28,Gift Cards,$50 Gift Card,4,110.17,440.69,PayPal,Season Passholder,In-Person,True,HOLIDAY10
ORD66899,6753,2025-01-05,Toys,Toy Boat,3,44.34,133.02,Gift Card,Gift Purchaser,Online,False,
ORD41597,6363,2024-11-17,Accessories,Snow Globe,8,88.29,706.31,PayPal,One-Time Buyer,In-Person,False,
ORD55023,8382,2024-12-08,Plush,Crab Plush,4,101.83,407.3,PayPal,One-Time Buyer,Online,False,
ORD27526,2917,2024-11-20,Plush,Lobster Plush,4,168.22,672.88,Gift Card,One-Time Buyer,In-Person,True,NEWYEAR25
ORD80890,3636,2024-11-26,Plush,Seal Plush,8,24.72,197.77,Credit Card,One-Time Buyer,In-Person,False,
ORD91979,6830,2024-11-25,Apparel,Lobster T-Shirt,9,196.38,1767.42,Credit Card,One-Time Buyer,Online,False,
ORD40004,4132,2024-12-26,Apparel,Lobster T-Shirt,7,32.0,224.02,Credit Card,Gift Purchaser,Online,False,
ORD62307,2303,2024-12-08,Accessories,Keychain,7,149.04,1043.25,Credit Card,Season Passholder,Online,False,
ORD65403,2434,2024-11-04,Apparel,Lobster T-Shirt,5,86.92,434.58,Credit Card,One-Time Buyer,Online,True,HOLIDAY10
ORD41049,2098,2024-12-04,Accessories,Snow Globe,2,110.64,221.28,Gift Card,Season Passholder,In-Person,False,
ORD45244,2763,2024-12-15,Plush,Seal Plush,3,147.12,441.37,PayPal,Season Passholder,Online,False,
ORD40104,6598,2024-11-27,Toys,Action Figure,5,135.96,679.82,Credit Card,One-Time Buyer,In-Person,False,
ORD93549,2686,2024-12-11,Plush,Crab Plush,1,30.42,30.42,Credit Card,One-Time Buyer,In-Person,True,HOLIDAY10
ORD78601,7524,2024-12-25,Gift Cards,$100 Gift Card,8,173.15,1385.19,Credit Card,Season Passholder,Online,True,HOLIDAY10
ORD19363,6451,2024-12-16,Toys,Park Puzzle,4,55.32,221.28,Gift Card,Season Passholder,In-Person,True,
ORD27378,9574,2024-11-08,Gift Cards,$25 Gift Card,8,179.0,1432.04,Credit Card,Season Passholder,Online,True,BLACKFRIDAY
ORD39513,3081,2024-12-20,Toys,Toy Boat,9,166.23,1496.08,Gift Card,Season Passholder,Online,False,
ORD31960,1122,2024-12-13,Gift Cards,$100 Gift Card,6,123.15,738.89,PayPal,One-Time Buyer,In-Person,False,
ORD10147,4677,2024-12-23,Plush,Lobster Plush,1,110.55,110.55,PayPal,Gift Purchaser,Online,False,
ORD38872,4843,2024-11-20,Toys,Toy Boat,1,18.91,18.91,PayPal,Season Passholder,In-Person,False,
ORD19543,3160,2025-01-02,Apparel,Park Hoodie,4,94.46,377.86,Credit Card,Season Passholder,In-Person,True,NEWYEAR25
ORD37936,5532,2024-12-11,Accessories,Keychain,2,130.92,261.85,Credit Card,Gift Purchaser,In-Person,True,BLACKFRIDAY
ORD92347,5380,2024-12-18,Gift Cards,$50 Gift Card,4,122.19,488.76,Credit Card,One-Time Buyer,Online,False,
ORD55975,5185,2024-12-23,Plush,Seal Plush,5,81.46,407.3,PayPal,Gift Purchaser,Online,False,
ORD58273,1715,2024-12-08,Home Décor,Park Poster,2,202.01,404.01,Credit Card,Season Passholder,Online,True,HOLIDAY10
ORD37632,2104,2024-11-04,Plush,Crab Plush,11,86.5,951.51,Credit Card,One-Time Buyer,Online,False,
ORD38305,6962,2025-01-05,Accessories,Pin Set,3,37.58,112.73,PayPal,One-Time Buyer,In-Person,False,
ORD41939,1143,2025-01-04,Plush,Crab Plush,1,32.32,32.32,Gift Card,Gift Purchaser,Online,False,
ORD56098,7954,2024-11-08,Accessories,Pin Set,2,39.74,79.49,Credit Card,One-Time Buyer,Online,False,
ORD21634,7939,2024-11-29,Toys,Action Figure,8,144.79,1158.34,PayPal,One-Time Buyer,In-Person,False,
ORD38529,1987,2024-12-15,Home Décor,Park Poster,5,65.46,327.3,Credit Card,One-Time Buyer,Online,False,
ORD45341,3107,2024-11-07,Plush,Lobster Plush,11,77.15,848.64,Credit Card,One-Time Buyer,Online,False,
ORD42506,1285,2024-12-02,Plush,Lobster Plush,4,58.31,233.24,Gift Card,Season Passholder,In-Person,False,
ORD94593,7315,2024-12-01,Apparel,Lobster T-Shirt,3,86.21,258.63,Gift Card,Gift Purchaser,In-Person,True,HOLIDAY10
ORD78722,5059,2024-12-19,Apparel,Winter Beanie,4,88.73,354.93,PayPal,Gift Purchaser,Online,False,
ORD65283,2705,2024-11-21,Accessories,Pin Set,9,119.41,1074.68,Gift Card,Season Passholder,Online,False,
ORD41952,8538,2024-12-16,Toys,Toy Boat,5,122.19,610.95,Gift Card,One-Time Buyer,Online,False,
ORD80809,1882,2024-12-04,Accessories,Pin Set,1,96.01,96.01,Gift Card,Gift Purchaser,Online,False,
ORD91888,6488,2024-12-04,Apparel,Winter Beanie,4,75.64,302.57,PayPal,One-Time Buyer,Online,False,
ORD19901,9417,2024-12-22,Toys,Toy Boat,4,64.88,259.53,PayPal,Gift Purchaser,In-Person,False,
ORD26346,8031,2024-12-21,Plush,Lobster Plush,1,51.59,51.59,PayPal,Season Passholder,Online,False,
ORD66198,9522,2024-11-06,Accessories,Snow Globe,13,200.99,2612.91,PayPal,Gift Purchaser,Online,True,HOLIDAY10
ORD22315,4068,2024-11-06,Accessories,Keychain,9,127.11,1144.01,Credit Card,Season Passholder,Online,False,
ORD67052,7872,2024-12-31,Plush,Crab Plush,5,49.68,248.39,Credit Card,Season Passholder,Online,False,
ORD57277,8135,2024-12-16,Gift Cards,$50 Gift Card,8,134.8,1078.39,Credit Card,Season Passholder,In-Person,False,
ORD14649,6062,2024-11-27,Toys,Park Puzzle,9,67.41,606.67,PayPal,Season Passholder,Online,False,
ORD64276,4969,2024-12-21,Accessories,Pin Set,7,160.5,1123.5,Gift Card,Season Passholder,Online,True,
ORD77015,6448,2024-12-18,Gift Cards,$50 Gift Card,9,128.4,1155.6,PayPal,One-Time Buyer,In-Person,True,NEWYEAR25
ORD32384,7296,2024-12-30,Plush,Seal Plush,8,147.03,1176.25,Credit Card,One-Time Buyer,Online,True,BLACKFRIDAY
ORD32423,3247,2024-12-28,Plush,Seal Plush,1,118.12,118.12,Credit Card,Season Passholder,In-Person,False,
ORD89373,7582,2024-12-01,Toys,Action Figure,5,67.75,338.73,Gift Card,Season Passholder,In-Person,True,NEWYEAR25
ORD75506,9131,2024-12-12,Apparel,Winter Beanie,5,189.16,945.8,PayPal,Season Passholder,Online,False,
ORD94928,1293,2024-12-23,Gift Cards,$50 Gift Card,7,68.37,478.58,Credit Card,One-Time Buyer,Online,False,
ORD99526,8614,2024-12-15,Gift Cards,$50 Gift Card,1,130.92,130.92,PayPal,Gift Purchaser,Online,False,
ORD26764,4840,2024-11-09,Toys,Park Puzzle,5,19.42,97.12,Gift Card,One-Time Buyer,In-Person,False,
ORD12067,3005,2024-12-14,Gift Cards,$25 Gift Card,5,21.02,105.09,Gift Card,Season Passholder,Online,False,
ORD29772,3533,2025-01-02,Home Décor,Park Poster,5,69.84,349.21,PayPal,Season Passholder,In-Person,False,
ORD23790,6447,2024-12-15,Plush,Crab Plush,9,139.48,1255.33,Credit Card,Season Passholder,Online,False,
ORD11254,4015,2024-11-30,Accessories,Snow Globe,2,149.62,299.25,PayPal,One-Time Buyer,Online,False,
ORD90143,6589,2024-11-09,Toys,Park Puzzle,2,134.25,268.51,Credit Card,Season Passholder,Online,True,NEWYEAR25
ORD68646,8685,2024-11-17,Home Décor,Limited Edition Ornament,7,175.34,1227.38,Credit Card,One-Time Buyer,Online,False,
ORD66613,7880,2024-11-11,Plush,Seal Plush,4,20.51,82.06,Credit Card,One-Time Buyer,In-Person,True,SINGLES_DAY
ORD65718,2024,2024-12-16,Apparel,Park Hoodie,1,114.64,114.64,PayPal,Season Passholder,Online,False,
ORD15833,8456,2024-11-14,Toys,Park Puzzle,7,51.21,358.45,Gift Card,Gift Purchaser,In-Person,False,
ORD75533,2033,2024-12-15,Apparel,Lobster T-Shirt,10,203.23,2032.35,Gift Card,Season Passholder,In-Person,False,
ORD92767,8689,2025-01-05,Gift Cards,$50 Gift Card,4,65.49,261.94,Credit Card,Season Passholder,Online,True,HOLIDAY10
ORD42006,3322,2024-11-09,Home Décor,Limited Edition Ornament,7,217.42,1521.95,Gift Card,One-Time Buyer,Online,False,
ORD41412,6556,2024-11-07,Accessories,Snow Globe,7,30.39,212.75,Credit Card,Gift Purchaser,Online,False,
ORD14577,4327,2024-12-15,Accessories,Pin Set,4,64.88,259.53,PayPal,One-Time Buyer,In-Person,True,
ORD92873,1271,2024-11-13,Plush,Seal Plush,11,147.29,1620.14,PayPal,One-Time Buyer,Online,False,
ORD27602,6858,2024-11-16,Home Décor,Park Poster,2,42.51,85.03,Gift Card,Season Passholder,Online,True,NEWYEAR25
ORD64247,2784,2024-11-11,Plush,Crab Plush,8,51.29,410.29,Credit Card,One-Time Buyer,In-Person,True,SINGLES_DAY
ORD76562,8939,2024-12-03,Gift Cards,$25 Gift Card,4,71.28,285.11,Credit Card,Gift Purchaser,Online,False,
ORD73844,1886,2024-12-08,Plush,Lobster Plush,5,103.58,517.92,PayPal,Gift Purchaser,In-Person,False,
ORD53237,6977,2024-11-27,Plush,Lobster Plush,4,27.64,110.55,Gift Card,Season Passholder,In-Person,False,
ORD74577,5483,2024-11-09,Toys,Park Puzzle,1,91.82,91.82,Credit Card,One-Time Buyer,In-Person,False,
ORD85390,8618,2024-12-02,Gift Cards,$100 Gift Card,6,41.05,246.3,PayPal,Gift Purchaser,In-Person,False,
ORD51994,9963,2024-11-22,Apparel,Lobster T-Shirt,7,104.0,728.01,Gift Card,Season Passholder,Online,False,
ORD38950,8392,2024-11-25,Apparel,Lobster T-Shirt,7,49.1,343.67,Credit Card,One-Time Buyer,Online,True,
ORD91707,9110,2024-12-15,Plush,Seal Plush,1,34.91,34.91,PayPal,One-Time Buyer,Online,False,
ORD37067,9503,2024-12-30,Gift Cards,$25 Gift Card,7,46.55,325.84,Credit Card,One-Time Buyer,Online,True,
ORD44725,3288,2024-11-26,Accessories,Keychain,8,76.05,608.4,Gift Card,Season Passholder,In-Person,True,HOLIDAY10
ORD48727,2799,2025-01-09,Apparel,Winter Beanie,5,69.84,349.21,Credit Card,Season Passholder,In-Person,False,
ORD94241,8817,2024-11-14,Plush,Crab Plush,2,119.23,238.46,PayPal,Gift Purchaser,Online,True,
ORD68119,7242,2024-12-26,Home Décor,Park Poster,7,113.46,794.24,Credit Card,One-Time Buyer,Online,False,
ORD34388,7007,2024-11-15,Plush,Seal Plush,5,26.49,132.43,PayPal,One-Time Buyer,In-Person,False,
ORD72030,3724,2024-11-02,Apparel,Winter Beanie,14,56.91,796.73,Credit Card,Gift Purchaser,In-Person,True,NEWYEAR25
ORD86188,8075,2024-11-08,Apparel,Winter Beanie,10,56.49,564.94,PayPal,Season Passholder,In-Person,False,
ORD38109,4407,2024-11-19,Home Décor,Park Poster,8,31.33,250.61,Credit Card,Season Passholder,Online,True,HOLIDAY10
ORD81788,9790,2024-12-12,Home Décor,Limited Edition Ornament,7,52.37,366.57,PayPal,One-Time Buyer,Online,False,
ORD57059,2431,2024-11-18,Accessories,Pin Set,3,140.59,421.78,Gift Card,Season Passholder,Online,False,
ORD43970,5179,2024-12-07,Apparel,Park Hoodie,1,80.25,80.25,Gift Card,Season Passholder,Online,False,
ORD65402,2163,2024-12-25,Plush,Lobster Plush,7,74.52,521.62,PayPal,Season Passholder,Online,False,
ORD96693,5401,2024-11-30,Apparel,Park Hoodie,10,34.3,343.0,Credit Card,Season Passholder,In-Person,False,
ORD63561,5563,2024-11-22,Gift Cards,$100 Gift Card,11,91.18,1002.94,Credit Card,Gift Purchaser,Online,False,
ORD23158,3155,2025-01-03,Accessories,Keychain,3,14.28,42.84,Credit Card,Season Passholder,Online,False,
ORD44309,5837,2024-12-28,Plush,Seal Plush,4,104.73,418.94,Credit Card,Gift Purchaser,Online,False,
ORD78885,5916,2024-12-07,Accessories,Keychain,7,103.28,722.96,Credit Card,One-Time Buyer,Online,False,
ORD31288,7590,2024-12-12,Accessories,Keychain,2,27.32,54.64,PayPal,One-Time Buyer,In-Person,False,
ORD98725,3345,2024-11-23,Accessories,Pin Set,10,22.57,225.66,Credit Card,Gift Purchaser,In-Person,True,BLACKFRIDAY
ORD97742,2056,2024-11-10,Home Décor,Lobster Mug,9,232.67,2094.04,Credit Card,One-Time Buyer,In-Person,False,
ORD90624,5241,2024-11-09,Plush,Seal Plush,1,82.81,82.81,Credit Card,Season Passholder,In-Person,True,BLACKFRIDAY
ORD71553,6777,2024-11-28,Home Décor,Park Poster,14,99.59,1394.27,PayPal,Gift Purchaser,In-Person,True,BLACKFRIDAY
ORD10624,1506,2025-01-10,Plush,Crab Plush,3,66.14,198.41,Credit Card,Gift Purchaser,In-Person,False,
ORD47498,7541,2024-11-28,Accessories,Pin Set,8,268.9,2151.17,PayPal,One-Time Buyer,Online,True,NEWYEAR25
ORD92382,8383,2024-12-04,Gift Cards,$100 Gift Card,7,113.68,795.73,PayPal,Gift Purchaser,In-Person,False,
ORD44078,9547,2024-12-22,Toys,Park Puzzle,4,107.65,430.6,Gift Card,Season Passholder,In-Person,False,
ORD19505,9912,2024-11-17,Gift Cards,$100 Gift Card,6,117.02,702.14,Credit Card,Season Passholder,In-Person,False,
ORD23565,8348,2024-11-04,Gift Cards,$25 Gift Card,2,205.73,411.46,PayPal,Gift Purchaser,Online,False,
ORD10426,7749,2024-11-28,Accessories,Pin Set,5,163.71,818.53,PayPal,Season Passholder,Online,True,
ORD45420,6738,2024-12-23,Home Décor,Lobster Mug,5,120.37,601.87,PayPal,Season Passholder,Online,False,
ORD40517,9229,2024-12-29,Toys,Park Puzzle,1,30.73,30.73,Gift Card,Gift Purchaser,In-Person,False,
ORD71293,3580,2024-11-18,Gift Cards,$100 Gift Card,8,266.18,2129.44,Gift Card,One-Time Buyer,Online,True,NEWYEAR25
ORD71362,3715,2024-11-21,Apparel,Park Hoodie,7,78.96,552.75,Credit Card,Season Passholder,Online,False,
ORD33178,2818,2024-12-10,Plush,Crab Plush,2,120.74,241.47,Gift Card,One-Time Buyer,Online,False,
ORD27954,2877,2024-11-27,Plush,Seal Plush,11,112.22,1234.39,PayPal,Gift Purchaser,Online,True,
ORD57212,4479,2024-11-04,Plush,Crab Plush,3,63.57,190.7,Gift Card,One-Time Buyer,In-Person,False,
ORD90322,3921,2024-12-31,Gift Cards,$50 Gift Card,2,85.03,170.05,Credit Card,Season Passholder,In-Person,False,
ORD45248,6476,2024-12-02,Apparel,Park Hoodie,3,99.05,297.15,Gift Card,Gift Purchaser,In-Person,True,BLACKFRIDAY
ORD59606,7782,2024-12-25,Accessories,Snow Globe,1,103.58,103.58,Gift Card,Gift Purchaser,In-Person,False,
ORD45991,7311,2024-12-24,Gift Cards,$50 Gift Card,4,71.28,285.11,Credit Card,Gift Purchaser,Online,False,
ORD86953,7200,2025-01-03,Home Décor,Limited Edition Ornament,1,50.64,50.64,Gift Card,Season Passholder,Online,True,NEWYEAR25
ORD78149,8146,2024-12-30,Home Décor,Park Poster,4,163.83,655.33,PayPal,Season Passholder,In-Person,False,
ORD39999,4342,2024-11-09,Accessories,Snow Globe,3,116.54,349.62,PayPal,One-Time Buyer,In-Person,False,
ORD72800,1376,2024-11-03,Toys,Toy Boat,3,98.88,296.65,Gift Card,Gift Purchaser,In-Person,False,
ORD84837,1771,2024-11-23,Accessories,Snow Globe,8,205.86,1646.84,Gift Card,Season Passholder,Online,True,HOLIDAY10
ORD92024,5788,2024-12-30,Accessories,Keychain,7,131.57,921.01,Credit Card,Season Passholder,In-Person,False,
ORD51008,3194,2024-11-02,Plush,Crab Plush,4,84.11,336.44,Credit Card,One-Time Buyer,In-Person,True,HOLIDAY10
ORD25170,4300,2024-11-25,Home Décor,Limited Edition Ornament,13,103.21,1341.76,Gift Card,Gift Purchaser,Online,True,BLACKFRIDAY
ORD70138,5189,2024-12-08,Toys,Action Figure,3,84.64,253.91,Gift Card,One-Time Buyer,In-Person,True,BLACKFRIDAY
ORD24611,4786,2024-11-18,Apparel,Lobster T-Shirt,12,183.69,2204.26,Credit Card,One-Time Buyer,In-Person,False,
ORD55745,5662,2024-11-27,Apparel,Winter Beanie,4,167.82,671.27,Gift Card,Season Passholder,Online,True,NEWYEAR25
ORD64565,8581,2024-11-12,Apparel,Winter Beanie,3,80.89,242.67,Credit Card,Season Passholder,Online,False,
ORD69982,9655,2024-12-27,Home Décor,Lobster Mug,4,118.41,473.65,Credit Card,One-Time Buyer,In-Person,False,
ORD91111,6360,2024-12-18,Apparel,Park Hoodie,1,87.28,87.28,Gift Card,Gift Purchaser,Online,False,
ORD49388,4275,2024-12-08,Accessories,Keychain,9,19.11,171.96,Gift Card,Season Passholder,Online,False,
ORD60509,5806,2024-11-03,Accessories,Pin Set,7,222.1,1554.68,PayPal,One-Time Buyer,Online,False,
ORD60859,2131,2024-12-13,Accessories,Snow Globe,5,81.46,407.3,PayPal,Gift Purchaser,Online,False,
ORD84046,8666,2024-12-28,Apparel,Winter Beanie,11,217.55,2393.0,Credit Card,Season Passholder,Online,True,BLACKFRIDAY
ORD61372,7037,2024-11-12,Home Décor,Lobster Mug,6,131.15,786.88,PayPal,Season Passholder,In-Person,False,
ORD15781,1812,2024-12-08,Home Décor,Limited Edition Ornament,1,61.1,61.1,Credit Card,One-Time Buyer,Online,False,
ORD78451,6575,2024-11-08,Accessories,Keychain,7,14.55,101.83,PayPal,Season Passholder,In-Person,False,
ORD34176,4638,2024-12-14,Home Décor,Park Poster,9,91.71,825.42,PayPal,Season Passholder,Online,False,
ORD94348,2579,2024-12-02,Home Décor,Park Poster,4,217.55,870.18,Gift Card,Season Passholder,Online,True,BLACKFRIDAY
ORD21775,3565,2024-11-26,Accessories,Pin Set,7,175.34,,PayPal,One-Time Buyer,Online,False,
ORD77400,8617,2024-11-08,Gift Cards,$100 Gift Card,10,130.37,1303.74,Credit Card,Gift Purchaser,Online,True,BLACKFRIDAY
ORD76645,8726,2024-11-18,Gift Cards,$50 Gift Card,4,154.3,617.19,Credit Card,One-Time Buyer,In-Person,False,
ORD42781,3706,2024-12-09,Toys,Park Puzzle,1,136.74,,Gift Card,Gift Purchaser,Online,False,
ORD70243,6769,2024-11-18,Accessories,Keychain,2,46.17,92.35,Credit Card,Gift Purchaser,Online,True,HOLIDAY10
ORD88776,5562,2024-11-27,Gift Cards,$50 Gift Card,9,124.91,1124.17,PayPal,One-Time Buyer,In-Person,False,
ORD71989,1928,2024-12-23,Home Décor,Lobster Mug,3,72.61,217.82,PayPal,Season Passholder,Online,False,
ORD72823,5630,2024-12-02,Toys,Park Puzzle,2,37.56,75.13,Gift Card,Gift Purchaser,In-Person,False,
ORD99026,9888,2024-12-03,Gift Cards,$25 Gift Card,7,161.42,1129.92,Credit Card,One-Time Buyer,In-Person,True,NEWYEAR25
ORD35017,9132,2024-11-12,Toys,Action Figure,2,138.19,276.38,Credit Card,Season Passholder,In-Person,False,
ORD87628,1121,2024-11-14,Accessories,Snow Globe,2,119.23,238.46,Credit Card,One-Time Buyer,Online,False,
ORD66586,2139,2024-12-09,Apparel,Lobster T-Shirt,4,72.63,290.51,PayPal,One-Time Buyer,In-Person,False,
ORD71623,5261,2024-11-05,Toys,Action Figure,7,30.39,212.75,Gift Card,One-Time Buyer,Online,False,
ORD80571,2531,2024-11-26,Home Décor,Lobster Mug,9,81.83,736.43,Credit Card,Gift Purchaser,Online,True,
ORD81124,1939,2024-12-15,Accessories,Snow Globe,8,67.6,540.8,Gift Card,One-Time Buyer,Online,True,HOLIDAY10
ORD38473,2521,2024-12-22,Gift Cards,$100 Gift Card,1,135.66,135.66,PayPal,Season Passholder,Online,False,
ORD63409,9924,2024-12-14,Gift Cards,$25 Gift Card,8,64.29,514.31,PayPal,Season Passholder,In-Person,False,
ORD18359,4559,2025-01-04,Accessories,Pin Set,0,60.12,0.0,Credit Card,One-Time Buyer,In-Person,False,
ORD59712,9063,2025-01-10,Plush,Seal Plush,1,63.13,63.13,PayPal,One-Time Buyer,In-Person,False,
ORD30240,6838,2024-12-23,Home Décor,Park Poster,3,110.52,331.56,PayPal,One-Time Buyer,In-Person,False,
ORD64986,8281,2024-11-07,Gift Cards,$100 Gift Card,5,111.7,558.52,PayPal,Season Passholder,Online,False,
ORD44859,8708,2024-12-02,Apparel,Winter Beanie,5,101.27,506.34,PayPal,Season Passholder,Online,False,
ORD37033,2985,2024-12-24,Accessories,Keychain,4,71.28,285.11,PayPal,Gift Purchaser,Online,False,
ORD30792,8813,2024-12-28,Gift Cards,$50 Gift Card,6,104.2,,Gift Card,One-Time Buyer,In-Person,False,
ORD66514,9341,2024-12-19,Home Décor,Park Poster,2,62.55,125.1,Credit Card,Gift Purchaser,Online,True,
ORD95634,1923,2024-12-24,Toys,Toy Boat,5,187.25,936.25,Gift Card,Season Passholder,Online,False,
ORD42716,4652,2024-12-08,Toys,Toy Boat,9,189.16,1702.44,Gift Card,Season Passholder,Online,False,
ORD19040,2176,2024-11-02,Home Décor,Park Poster,4,171.5,686.0,Credit Card,Season Passholder,In-Person,False,
ORD70634,5286,2024-12-20,Apparel,Park Hoodie,3,36.3,108.91,PayPal,Season Passholder,Online,False,
